Link|Receta|Ingredientes|Comensales|Tiempo|Dificultad
https://www.recetasgratis.net/receta-de-noquis-de-papa-y-ricota-76934.html|Ñoquis de papa y ricota|['250 gramos de papa', '1 huevo', '250 gramos de ricota', '30 gramos de almidón de maíz', '70 gramos de harina de trigo. Reserva un poco extra para espolvorear.', '1 cucharada postre de nuez moscada', '1 cucharada postre de pimienta', '½ cucharada postre de sal', '1 cucharada postre de polvo para hornear']|3 comensales|1h 30m|Dificultad baja
https://www.recetasgratis.net/receta-de-ravioles-de-verdura-76924.html|Ravioles de verdura|['250 gramos de harina', '1 huevo', '2 cucharadas soperas de aceite', '50 centímetros cúbicos de agua', '1 atado de espinaca (o acelga)', '1 cebolla', '1 diente de ajo', '1 huevo', 'sal, pimienta, nuez moscada al gusto']|2 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-tallarines-rojos-peruanos-76900.html|Tallarines rojos peruanos|['1 kilogramo de carne picada o molida', '3 zanahorias medianas', '1 kilogramo de tomate', '1 cebolla grande', '1 cucharada sopera de ajo molido o picado', 'aji colorado o panca en pasta', '3 hojas de laurel', '1 pizca de pimienta negra molida', '1 pizca de comino molido', 'hongos secos', '500 gramos de tallarines', 'aceite c/n', 'sal al gusto']|4 comensales|45m|Dificultad baja
https://www.recetasgratis.net/receta-de-masa-para-pizza-a-la-piedra-76881.html|Masa para pizza a la piedra|['1 kilogramo de harina 000', '25 gramos de levadura fresca', '700 centímetros cúbicos de agua (aproximadamente)', '4 cucharadas soperas de aceite', '1 cucharada sopera de sal']|10 comensales|1h 30m|Dificultad baja
https://www.recetasgratis.net/receta-de-lasana-de-carne-picada-76891.html|Lasaña de carne picada|['1 kilogramo de carne picada (ternera-cerdo)', '12 láminas de lasaña', '1 cebolla', '1 zanahoria', '1 pimiento verde', '150 mililitros de vino blanco', '200 gramos de tomate frito', 'aceite', 'sal', 'pimienta', 'queso rallado', 'Bechamel para la lasaña', '600 mililitros de leche                                                                    (2½ tazas)', '50 gramos de mantequilla', '50 gramos de harina', 'sal', 'nuez moscada']|6 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-malfatti-de-calabaza-76774.html|Malfatti de calabaza|['150 gramos de puré de calabaza', '250 gramos de ricota', '1 huevo', '100 gramos de harina', '30 queso rallado', 'nuez moscada, sal y pimienta', '200 centímetros cúbicos de crema de leche o nata', '50 gramos de queso azul']|2 comensales|1h 30m|Dificultad baja
https://www.recetasgratis.net/receta-de-malfatti-de-espinaca-y-ricota-76773.html|Malfatti de espinaca y ricota|['100 gramos de espinaca', '280 gramos de ricota magra', '1 huevo', '80 gramos de harina 000', '1 cucharada postre de nuez moscada', '½ cucharadita de ajo en polvo', '30 gramos de queso rallado']|2 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-lasana-de-atun-y-verduras-75076.html|Lasaña de atún y verduras|['10 láminas de lasaña', '2 calabacín', '1 cebollas', '1 pimiento verde', '1 pimiento rojo', '200 gramos de salsa de tomate', '1 chorro de aceite de oliva', '1 berenjena', '3 latas de atún', '50 gramos de mantequilla', '50 gramos de harina', '500 mililitros de leche', '1 pizca de sal', '50 gramos de queso rallado']|4 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-ravioles-de-pollo-76706.html|Ravioles de pollo|['250 gramos de harina', '1 huevo', '2 cucharadas soperas de aceite', '50 centímetros cúbicos de agua', '2 pata y muslo', '1 cebolla', '1 diente de ajo', '250 gramos de verdura para caldo (zanahoria, puerro, apio, choclo, etc)', '1 cucharada sopera de aceite', 'sal y pimienta a gusto', '250 gramos de champiñones frescos o en lata escurridos', '1 cebolla de verdeo', '1 cucharada sopera de fécula de maiz', '½ taza de leche                                                                    (120 mililitros)', 'sal y pimienta a gusto']|4 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-birriamen-76678.html|Birriamen|['80 gramos de pasta seca para ramen', '2 tazas de consomé de birria', '100 gramos de costilla de res', '2 limones', '1 manojo de cilantro', '¼ pieza de cebolla blanca', '1 pieza de sal', '2 tazas de agua                                                                    (480 mililitros)']|1 comensal|15m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-tallarin-saltado-peruano-76677.html|Tallarín saltado peruano|['1 paquete de tallarines gruesos', '250 gramos de lomo fino', '1 cebolla roja', '2 tomates', '1 ají amarillo', '1 chorro de sillao', '1 cucharadita de salsa de ostión', 'cebolla china c/n', 'culantro picado c/n', '1 cucharadita de chuño', '1 chorro de aceite', 'sal al gusto']|4 comensales|30m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-tallarines-verdes-con-papa-a-la-huancaina-76557.html|Tallarines verdes con papa a la huancaína|['½ paquete de tallarines', '1 taza de espinacas deshojadas', '½ taza de albahaca deshojada', '5 dientes de ajo', '1 puñado de pecanas tostadas', '70 gramos de queso fresco', '50 gramos de queso parmesano', '1 chorro de leche evaporada', '1 chorro de aceite de oliva', 'sal al gusto', 'papas sancochadas c/n', '½ cebolla morada en trozos', '5 dientes de ajo', '100 gramos de queso fresco', '150 gramos de leche evaporada', '4 ajíes amarillos medianos', '1 chorro de aceite', 'galletas soda, papas sancochadas o yemas cocidas c/n', 'sal al gusto']|4 comensales|45m|Dificultad baja
https://www.recetasgratis.net/receta-de-ensalada-de-pasta-saludable-76565.html|Ensalada de pasta saludable|['200 gramos de pasta corta seca', '300 gramos de tomates cherry', '10 hojas de rúcula', '100 gramos de queso Port Salud', '6 aceitunas negras']|2 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pizza-en-freidora-de-aire-76468.html|Pizza en freidora de aire|['1 masa de pizza', 'tomate frito', 'lonchas de beicon', 'queso rallado', 'especias al gusto']|2 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-sorrentinos-de-pollo-76425.html|Sorrentinos de pollo|['250 gramos de harina 000', '120 centímetros cúbicos de agua', '1 cucharada sopera de aceite', '1 huevo', '1 pizca de sal', '1 suprema', '1 rama de apio', '1 zanahoria', '1 diente de ajo']|5 comensales|2h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-espagueti-rojo-sin-crema-76359.html|Espagueti rojo sin crema|['200 gramos de pasta espagueti', '4 piezas de jitomates', '1 trozo de cebolla', '2 dientes de ajo pelados', '1 pizca de epazote seco', '1 cucharadita de paprika', '2 cucharaditas de caldo de pollo en polvo o un cubito', '3 tazas de agua                                                                    (720 mililitros)', 'sal y pimienta al gusto']|4 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-espagueti-rojo-con-jitomate-76113.html|Espagueti rojo con jitomate|['200 gotas de pasta de espagueti', '4 jitomates', '1 trozo de cebolla', '1 diente de ajo', '200 gramos de crema ácida', '1 cubo de caldo de pollo', '2 litros de agua', 'sal al gusto', '1 cucharadita de aceite', '3 hojas de cilantro', '100 gramos de queso panela o queso fresco']|6 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-masa-para-sorrentinos-sin-tacc-75964.html|Masa para sorrentinos sin TACC|['1 taza de harina de arroz', '1 taza de agua                                                                    (240 mililitros)', '1 cucharada sopera de aceite']|3 comensales|45m|Dificultad media
https://www.recetasgratis.net/receta-de-fideos-de-arroz-con-gambas-y-verduras-75898.html|Fideos de arroz con gambas y verduras|['1 paquete de fideos de arroz', '200 gramos de gambas peladas', '2 dientes de ajos', '1 cebolla', '1 trozo de pimiento rojo', '1 trozo de pimiento verde', '200 gramos de col o repollo', '3 cucharadas soperas de aceite de sésamo', '3 cucharadas soperas de salsa de soja', '1 chorro de aceite de soja', '1 cucharada postre de jengibre']|4 comensales|45m|Dificultad baja
https://www.recetasgratis.net/receta-de-noquis-de-calabaza-y-ricota-75860.html|Ñoquis de calabaza y ricota|['200 gramos de calabaza', '40 gramos de ricota', '1 huevo', '75 gramos de harina', '½ cucharadita de nuez moscada', '1 pizca de pimienta', '½ cucharadita de polvo para hornear', 'harina extra para estirar']|2 comensales|45m|Dificultad media
https://www.recetasgratis.net/receta-de-macarrones-con-chistorra-75832.html|Macarrones con chistorra|['300 gramos de macarrones', '150 gramos de chistorra', '1 cebolla', '2 cucharadas soperas de aceite de oliva', '500 gramos de tomate frito', '2 cucharadas soperas de orégano seco', '1 pizca de sal']|5 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pierogi-75720.html|Pierogi|['500 gramos de harina', '1 huevo', '40 gramos de manteca', '250 centímetros cúbicos de agua tibia', '1 kilogramo de puré de papa', '1 cebolla grande', '1 cucharada sopera de nuez moscada', '1 cucharadita de pimienta negra']|8 comensales|1h 30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pastel-de-corbatitas-75642.html|Pastel de corbatitas|['3 tazas de corbatitas secas', '500 gramos de carne picada', '1 cebolla', '½ ají', '1 tomate fresco', '1 taza de leche                                                                    (240 mililitros)', '2 cucharadas soperas de almidón de maíz', '1 cucharadita de nuez moscada', '½ cucharadita de pimienta', '2 cucharadas soperas de queso rallado', '1 huevo']|4 comensales|45m|Dificultad baja
https://www.recetasgratis.net/receta-de-croquetas-de-fideos-al-horno-75625.html|Croquetas de fideos al horno|['250 gramos de fideos cocidos', '1 taza de leche descremada, vegetal o deslactosada', '2 cucharadas soperas de maicena (almdión de maíz)', '2 cucharadas soperas de queso cheddar fundido', '1 huevo', '½ taza de pan rallado', '½ taza de harina de maíz                                                                    (60 gramos)', '1 rama de cebolla de verdeo']|4 comensales|45m|Dificultad baja
https://www.recetasgratis.net/receta-de-pastel-de-macarrones-75607.html|Pastel de macarrones|['400 gramos de macarrones', '400 gramos de carne picada mixta ( ternera-cerdo)', '1 cebolla', '200 gramos de tomate frito o salsa de tomate', '1 chorro de aceite de oliva', '1 pizca de sal', '1 pizca de pimienta', 'Para la bechamel', '50 gramos de harina', '50 gramos de mantequilla', '500 mililitros de leche', '1 pizca de sal', '100 gramos de queso rallado']|5 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-pastel-de-fideos-75620.html|Pastel de fideos|['300 gramos de fideos cocidos', '2 huevos', '1 taza de leche                                                                    (240 mililitros)', '2 cucharadas soperas de maicena (almidón de maíz)', '1 cucharada postre de nuez moscada', '½ cucharada postre de pimienta', '1 taza de champiñones', '30 gramos de queso rallado']|3 comensales|15m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-torrejas-de-fideos-75597.html|Torrejas de fideos|['300 gramos de fideos cocidos', '3 huevos', '30 gramos de queso fresco', '1 cucharada sopera de mostaza', '3 cucharadas soperas de queso rallado', '2 cucharadas soperas de harina 000', '1 cucharada sopera de pan rallado', '¼ cucharada sopera de polvo para hornear']|3 comensales|15m|Dificultad baja
https://www.recetasgratis.net/receta-de-noquis-de-leche-75576.html|Ñoquis de leche|['200 centímetros cúbicos de leche descremada', '200 gramos de harina 000', '1 cucharada postre de nuez moscada', '½ cucharada postre de pimienta negra', '1 cucharada sopera de aceite']|3 comensales|15m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-tallarines-con-salchicha-huachana-75556.html|Tallarines con salchicha huachana|['200 gramos de salchicha de huacho', '½ aji amarillo mediano', '1 cebolla morada mediana', '1 taza de leche evaporada', '300 gramos de tallarin', '2 huevos medianos', '2 cucharadas soperas de queso parmesano']|2 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pelmeni-75550.html|Pelmeni|['400 gramos de carne molida de cerdo o res', '2 tazas de harina de trigo                                                                    (280 gramos)', '1 huevo', '1 cebolla mediana', '½ taza de agua fría', '2 cucharadas soperas de aceite vegetal', 'sal y pimienta al gusto', '1.5 litros de agua']|4 comensales|1h 30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pasta-al-pomodoro-75549.html|Pasta al pomodoro|['200 gramos de pasta', '1 cucharada sopera de aceite de oliva', '½ pieza de cebolla picada', '1 diente de ajo picado', '3 piezas de jitomate picado', 'sal y pimienta al gusto', '2 hojas de laurel', '½ taza de vino blanco o agua', '1 cucharadita de mantequilla sin sal', '1 pizca de albahaca seca o 2 hojas frescas picadas']|4 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pizzas-de-halloween-75505.html|Pizzas de Halloween|['6 pizzetas o 1 pizza grande', '3 cucharadas soperas de salsa de tomate', '2 aceitunas negras', '1 feta de queso de máquina', '1 aceituna negra', '1 feta de queso de máquina', '¼ aceituna negra', '2 fetas de queso de máquina', '1 salchicha', '1 cucharada sopera de ketchup o salsa de tomate', '¼ feta de queso de máquina']|3 comensales|15m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-rigatoni-con-salsa-amatriciana-75506.html|Rigatoni con salsa amatriciana|['210 gramos de rigatoni', '3 lonchas de panceta ahumada', '200 centímetros cúbicos de salsa de tomate', '1 cebolla', '30 gramos de queso rallado (opcional)']|3 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-masa-de-pizza-rapida-sin-reposo-75502.html|Masa de pizza rápida sin reposo|['1 yogur natural sin azúcar (125 g)', '2 vasos de harina leudante']|4 comensales|10m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-masa-para-pizza-a-la-parrilla-75475.html|Masa para pizza a la parrilla|['200 gramos de harina 000', '1 cucharadita de miel', '½ cucharadita de levadura en polvo', '140 centímetros cúbicos de agua tibia']|4 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pizza-de-calabaza-75116.html|Pizza de calabaza|['200 gramos de puré de calabaza', '400 gramos de harina 000 o de fuerza', '20 gramos de levadura fresca de panadería', '10 gramos de sal', '1 pizca de azúcar (blanco o moreno)', '1 cebolla', '1 diente de ajo', '1 pizca de pimienta', '1 manojo de hierbas aromáticas (tomillo, albahaca, romero y orégano)', '3 tomates']|4 comensales|1h 30m|Dificultad baja
https://www.recetasgratis.net/receta-de-masa-para-pizza-con-harina-leudante-75118.html|Masa para pizza con harina leudante|['250 gramos de harina leudante', '3 cucharadas soperas de aceite de oliva', '1 cucharada postre de sal', '180 centímetros cúbicos de agua', '1 taza de salsa de tomate', '200 gramos de queso mozzarella']|4 comensales|45m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-tarta-de-pizza-75429.html|Tarta de pizza|['700 gramos de harina 000', '7 gramos de levadura en polvo', '490 centímetros cúbicos de agua', '2 cucharadas soperas de aceite neutro', '30 gramos de jamón natural', '1 taza de salsa de tomate natural', '100 gramos de mozzarella o queso fresco']|6 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-noquis-rellenos-de-queso-75380.html|Ñoquis rellenos de queso|['400 gramos de papa o batata', '6 cucharadas soperas de harina 000', '1 cucharada postre de nuez moscada', '60 gramos de queso fresco', '1 huevo']|4 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-sorrentinos-de-ricota-75337.html|Sorrentinos de ricota|['500 gramos de harina 000', '2 huevos', '150 centímetros cúbicos de agua', '2 cucharadas soperas de aceite', '200 gramos de jamón', '250 gramos de ricota', '1 diente de ajo', 'pimentón ahumado y pimienta', '30 gramos de nueces']|8 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-sorrentinos-de-espinaca-75338.html|Sorrentinos de espinaca|['175 gramos de harina 000', '75 gramos de harina integral                                                                    (½ taza)', '1 huevo', '75 centímetros cúbicos de agua', '1 cucharada sopera de aceite', '200 gramos de espinaca', '125 gramos de ricota magra', '1 diente de ajo', '1 cucharada postre de nuez moscada', '½ cucharada postre de pimienta']|4 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-pasta-con-camarones-y-verduras-75316.html|Pasta con camarones y verduras|['400 gramos de camarones limpios', '200 gramos de pasta a escoger', '½ cebolla picada', 'verduras cocidas', 'champiñones', '½ taza de vino blanco o caldo de pollo', '1 cucharadita de orégano', 'sal y pimienta al gusto', '40 gramos de mantequilla', '1 pizca de perejil seco', 'queso parmesano al gusto']|4 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-fideos-a-la-cazuela-a-la-catalana-75277.html|Fideos a la cazuela a la catalana|['350 gramos de fideos gordos del nº4', '250 gramos de costillas de cerdo', '200 gramos de butifarra', '1 cebolla', '1 trozo de pimiento verde', '150 gramos de tomates triturados', '1 cucharada postre de carne de ñora', '100 gramos de guisantes (pueden ser congelados o de bote)', '1 litro de caldo de carne o de verdura', '1 chorro de aceite de oliva', '1 pizca de sal']|4 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-pasta-con-queso-feta-y-tomates-cherry-al-horno-75282.html|Pasta con queso feta y tomates cherry al horno|['240 gramos de pasta seca', '180 gramos de queso feta', '300 gramos de tomates cherry', '3 cucharadas soperas de aceite de oliva', '1 cucharada postre de ajo en polvo o 2 dientes de ajo', '1 pizca de pimienta y albahaca al gusto', '1 cucharada sopera de vinagre balsámico']|3 comensales|45m|Dificultad muy baja
1 muslo de pato confitado|250 gramos de setas variadas (pueden ser congeladas)|2 dientes de ajo|150 gramos de tomate triturado o frito|1 litro de caldo de pollo o verduras|350 gramos de fideos del nº2
4|5|m|-|-|-
1|h| |3|0|m
3|0|m|-|-|-
C|h|o|w| |m
3|0|m|-|-|-
1|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
500 gramos de calabaza|1 ajo|1 huevo|200 gramos de harina integral                                                                    (1⅓ tazas)|nuez moscada, romero, pimienta|1 cucharada sopera de mostaza
1|h| |3|0|m
3|0|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
1|h| |3|0|m
1 patata grande|3 cucharadas soperas de parmesano rallado|125 gramos de tomate frito|200 gramos de champiñones laminados|1 bola de Mozzarella|1 huevo L
3|0|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
1|h| |3|0|m
1|h| |3|0|m
1|h| |3|0|m
1|h| |3|0|m
3|0|m|-|-|-
3|0|m|-|-|-
500 gramos de zapallo cabutia|1 huevo|2 cucharaditas de sal|pimienta|1 cucharadita de nuez moscada|aceite de oliva
1|h| |3|0|m
4|5|m|-|-|-
1|h| |3|0|m
1|h| |3|0|m
4|5|m|-|-|-
1|h| |3|0|m
1|h| |3|0|m
3|0|m|-|-|-
4|5|m|-|-|-
2|h| |3|0|m
2|h| |3|0|m
6 laminas de lasaña|500 gramos de carne picada mixta (pollo y ternera)|300 gramos de tomate triturado o tamizado|200 gramos de queso cheddar semicurado para rallar|1 cebolla morada o la que quieras|2 dientes de ajo
1|h| |3|0|m
1|h| |3|0|m
1|h| |3|0|m
3|0|m|-|-|-
1|5|m|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno para canelones de pollo|['400 g de carne picada de pollo, pechuga de pollo o restos de pollo asado', '1/2 cebolla o 1 cebolla pequeña', '100 g de tomate triturado', '1 chorro de vino blanco', 'sal y pimienta al gusto']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno de canelones de carne|['300 g de carne picada de ternera, de cerdo o mixta', '1/2 cebolla o 1 cebolla pequeña', '1 trozo de puerro', '1 diente de ajo', '100 g de tomate triturado', 'sal y pimienta al gusto']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno para canelones de verdura|['1/2 cebolla', '1/2 pimiento rojo', '1 pimiento verde', '1 zanahoria', '1/3 calabacín', '1 puñado de espinacas', '1 chorro de crema de leche', 'sal y pimienta al gusto']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno para canelones de atún|['3 latas pequeñas de atún en aceite', '200 g de tomate frito', '2 huevos cocidos', 'pimienta al gusto']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno para canelones de espinaca|['300 g de espinacas', '200 g de queso crema', '1 cebolla', 'sal al gusto']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno para canelones de acelga|['1 manojo de acelgas', '1 pechuga de pollo o verduras variadas', '2 huevos o crema de leche', '1 cebolla', '1 pimiento rojo']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno para canelones veganos|['400 g de champiñones', '1 cebolla grande', '2 zanahorias', '2 dientes de ajo', '5 ramas de brócoli', 'sal y pimienta al gusto']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno de canelones de setas|['300 g de setas variadas', '150 g de pechuga de pavo (opcional)', '1 cebolla', '1 trozo de puerro', '1 cucharada sopera de queso crema o crema de leche', 'queso rallado al gusto', 'sal y pimienta al gusto']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno de canelones de marisco|['6 barras de surimi', '70 g de gambas o camarones', '70 g de calamares, sepia o pulpo', 'salsa rosa (para relleno frío)', 'piña (para relleno frío)', 'tomate triturado (para relleno caliente)']|-|-|-
https://www.recetasgratis.net/articulo-relleno-para-canelones-10-recetas-faciles-73992.html|Relleno de canelones con ricotta|['500 g de queso ricotta', '1 cebolla', '2 huevos', '1 cucharada sopera de perejil picado', 'sal y pimienta al gusto']|-|-|-
2 calabacines medianos|1 huevo|5 cucharadas soperas de harina de trigo|1 taza de queso parmesano rallado|1 pizca de ajo en polvo, sal|3 rodajas de mozzarella
1|h| |3|0|m
8 nidos de tallarines|1 manojo de espárragos|4 cucharadas soperas de aceite de oliva virgen extra|Lascas de queso curado ahumado (opcional)|2 dientes de ajo|Sal y pimienta al gusto
1|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
1|5|m|-|-|-
Para la masa madre:|100 gramos de harina de fuerza|5 gramos de una pastilla de levadura fresca de 25 gramos|100 decilitros de agua|Para la masa de pizza:|150 gramos de harina de fuerza u otra de tu elección
2|4|h|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
1|5|m|-|-|-
1 litro de agua|1 kilogramo de harina común|1 pizca de sal|1 pizca de pimienta|3 tomates maduros|1 diente de ajo
3|0|m|-|-|-
1|h| |3|0|m
3|0|m|-|-|-
3|0|m|-|-|-
1|h| |3|0|m
1|h| |3|0|m
1|h| |3|0|m
4|5|m|-|-|-
500 gramos de ricota|160 gramos de harina 0000|2 huevos|4 cucharaditas de queso rallado|1 cucharadita de sal fina|1 cucharadita de nuez moscada
4|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
250 gramos de macarrones|1 cebolla|1 zanahoria|1 calabacín|2 dientes de ajos|1 bote de tomate frito
4|5|m|-|-|-
250 gramos de fideos (para fideuá)|1 pimiento verde|1 pimiento rojo|8 langostinos|750 ml caldo de pescado|Aceite
4|5|m|-|-|-
3|0|m|-|-|-
1 cebolla|500 gramos de mezcla de carne cerdo y vacuno molida|Tomate frito|Harina y leche para bechamel|8 láminas de pasta para lasaña cocidas|Queso rallado para gratinar
4|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
350 gramos de macarrones|100 gramos de chorizo cortado en trozos|100 gramos de bacon cortado en trocitos|1 pizca de sal|1 bote de tomate frito|1 chorro de aceite
3|0|m|-|-|-
4|5|m|-|-|-
200 gramos de macarrones|2 filetes de pechuga de pollo|4 champiñones|½ cebolla|300 gramos de tomate triturado|1 cucharada sopera de vinagre blanco
4|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
2 puñados de pasta de lentejas por persona (generosos)|1 bolsa de mezcla de setas congeladas|1 bolsa de gambas congeladas ya peladas (pequeña)|1 pizca de sal al gusto|1 pizca de perejil al gusto|1 pizca de pimienta negra molida al gusto
1|5|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
1|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
1|5|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
1 Calabacín grande|100 gramos de pollo cocido o frito sazonado|2 tomates|2 lonchas de queso para fundir|1 cucharada sopera de aceite de oliva|Sal al gusto
3|0|m|-|-|-
3|0|m|-|-|-
1|h| |3|0|m
1|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
1|h| |3|0|m
1|5|m|-|-|-
4|5|m|-|-|-
1|h| |3|0|m
4|5|m|-|-|-
200 g de tagliatelle al huevo|2 rodajas de salmón|200 ml nata líquida (crema de leche)|50 g puerro|1 diente de ajo|1 pastilla de consomé de pescado
3|0|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
https://www.recetasgratis.net/receta-de-atun-encebollado-de-la-abuela-76839.html|Atún encebollado de la abuela|['600 gramos de atún limpio sin espinas', '2 cebollas', '2 dientes de ajo', '1 hoja de laurel', '40 mililitros de vinagre', 'pimentón dulce', 'orégano', 'pimienta negra', 'aceite de oliva', 'sal', 'agua']|4 comensales|30m|Dificultad baja
https://www.recetasgratis.net/receta-de-pescado-a-la-chorrillana-76763.html|Pescado a la chorrillana|['6 filetes de pescado', '2 cebollas rojas', '3 tomates', '1 ají amarillo', '1 chorro de vino blanco', '3 cucharadas soperas de ajo molido o picado', '2 cucharadas soperas de ají amarillo molido', '1 cucharada sopera de ají panca en pasta', '1 taza de fumet o caldo de pescado', '1 cucharadita de chuño maicena', '1 gramo de harina', '1 pizca de paprika', '1 pellizco de comino molido', '1 pizca de pimienta negra molida', 'culantro picado c/n', 'sal al gusto']|6 comensales|30m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-pescado-a-lo-macho-76680.html|Pescado a lo macho|['4 filetes de pescado blanco', '100 gramos de colas de langostinos', '100 gramos de calamar en aros o pota en tiras', '100 gramos de pulpo picado precocido', '8 conchas de abanico', '8 choros', '1 chorro de vino blanco', '3 cubos de mantequilla', '1 cebolla roja en cuartos', '2 cucharadas soperas de ajo molido', '3 cucharadas soperas de ají amarillo en pasta', '1 cucharada sopera de ají panca en pasta', '2 tomates en cuartos', '1 cucharadita de pasta de tomates', '½ taza de crema de leche                                                                    (100 mililitros)', '70 gramos de harina de maíz', '70 gramos de fécula de maíz o maicena', '½ taza de chicha de jora o cerveza negra', '1 cucharadita de chuno', '1 pizca de pimineta negra molida', 'aceite c/n', 'sal al gusto', 'perejil picado c/n']|4 comensales|45m|Dificultad baja
https://www.recetasgratis.net/receta-de-tostadas-de-atun-con-mango-76673.html|Tostadas de atún con mango|['200 gramos de filete de atún fresco', '200 gramos de mango Haden', '1 naranja', '2 limones', '2 dientes de ajo', '¼ taza de soya', '2 cucharadas soperas de aceite de ajonjolí', '2 cucharadas soperas de vinagre de arroz', '3 cucharaditas de azúcar', '1 cubo de jengibre', '1 cubo de consomé de pollo', '¼ taza de mayonesa', '1 chile chipotle de lata', '1 aguacate', '1 paquete de tostadas de maíz horneadas', '½ pieza de pepino', '¼ pieza de cebolla blanca']|2 comensales|2h 30m|Dificultad baja
https://www.recetasgratis.net/receta-de-bacalao-con-tomate-de-la-abuela-76660.html|Bacalao con tomate de la abuela|['4 trozos de bacalao desalado', '1 cebolla', '2 dientes de ajos', '1 kilo de tomates maduros o tomate triturado o tamizado', 'aceite', 'pimienta', 'sal']|4 comensales|45m|Dificultad baja
https://www.recetasgratis.net/receta-de-albondigas-de-bacalao-de-la-abuela-76641.html|Albóndigas de bacalao de la abuela|['600 gramos de bacalao desalado', '2 dientes de ajos', 'perejil', '2 rebanadas de pan de molde', '1 vaso pequeño de leche', '3 cucharaditas de pan rallado', '1 huevo', 'harina', 'aceite de oliva', 'Para la salsa', 'media cebolla', 'de vino blanco', 'harina', 'caldo de pescado o agua', 'perejil picado', 'aceite', 'sal']|4 comensales|45m|Dificultad media
